Сентябрь 2005,473.400000
Август 2005,435.500000
Июль 2005,431.350000
Июнь 2005,434.200000
Май 2005,416.100000
Апрель 2005,433.200000
Март 2005,427.450000
Февраль 2005,434.650000
Январь 2005,421.150000
Декабрь 2006,635.700000
Ноябрь 2006,644.400000
Октябрь 2006,611.250000
Сентябрь 2006,601.750000
Август 2006,624.000000
Июль 2006,635.500000
Июнь 2006,600.400000
Май 2006,633.250000
Апрель 2006,638.250000
Март 2006,584.000000
Февраль 2006,562.600000
Январь 2006,567.200000
Декабрь 2007,836.500000
Ноябрь 2007,794.750000
Октябрь 2007,792.000000
Сентябрь 2007,745.250000
Август 2007,668.000000
Июль 2007,660.250000
Июнь 2007,648.500000
Май 2007,662.500000
Апрель 2007,677.500000
Март 2007,663.500000
Февраль 2007,673.600000
Январь 2007,652.550000
Декабрь 2008,865.000000
Ноябрь 2008,795.500000
Октябрь 2008,728.500000
Сентябрь 2008,876.000000
Август 2008,832.000000
Июль 2008,909.500000
Июнь 2008,929.500000
Май 2008,879.500000
Апрель 2008,863.500000
Март 2008,897.000000
Февраль 2008,969.000000
Январь 2008,933.000000
Декабрь 2009,1104.000000
Ноябрь 2009,1193.500000
Октябрь 2009,1044.500000
Сентябрь 2009,1005.750000
Август 2009,949.750000
Июль 2009,936.500000
Июнь 2009,931.500000
Май 2009,987.000000
Апрель 2009,881.500000
Март 2009,919.500000
Февраль 2009,943.750000
Январь 2009,918.500000
Декабрь 2010,1410.250000
Ноябрь 2010,1391.500000
Октябрь 2010,1361.500000
Сентябрь 2010,1313.000000
Август 2010,1250.000000
Июль 2010,1168.000000
Июнь 2010,1240.000000
Май 2010,1219.750000
Апрель 2010,1175.250000
Март 2010,1116.000000
Февраль 2010,1117.250000
Январь 2010,1082.000000
Декабрь 2011,1574.500000
Ноябрь 2011,1750.000000
Октябрь 2011,1702.000000
Сентябрь 2011,1629.000000
Август 2011,1815.500000
Июль 2011,1613.500000
Июнь 2011,1492.750000
Май 2011,1532.250000
Апрель 2011,1531.000000
Март 2011,1434.500000
Февраль 2011,1414.500000
Январь 2011,1337.500000
Декабрь 2012,1664.000000
Ноябрь 2012,1728.250000
Октябрь 2012,1723.250000
Сентябрь 2012,1770.500000
Август 2012,1657.750000
Июль 2012,1614.750000
Июнь 2012,1569.500000
Май 2012,1552.500000
Апрель 2012,1661.250000
Март 2012,1660.750000
Февраль 2012,1721.000000
Январь 2012,1744.000000
Декабрь 2013,1201.500000
Ноябрь 2013,1245.250000
Октябрь 2013,1314.750000
Сентябрь 2013,1332.250000
Август 2013,1392.750000
Июль 2013,1323.750000
Июнь 2013,1243.500000
Май 2013,1410.250000
Апрель 2013,1469.500000
Март 2013,1602.500000
Февраль 2013,1570.000000
Январь 2013,1665.000000
Декабрь 2014,1199.250000
Ноябрь 2014,1178.750000
Октябрь 2014,1173.250000
Сентябрь 2014,1208.500000
Август 2014,1287.250000
Июль 2014,1284.500000
Июнь 2014,1325.750000
Май 2014,1254.000000
Апрель 2014,1283.000000
Март 2014,1286.500000
Февраль 2014,1327.750000
Январь 2014,1246.500000
Декабрь 2015,0.000000
Ноябрь 2015,1065.400000
Октябрь 2015,1142.350000
Сентябрь 2015,0.000000
Август 2015,1142.300000
Июль 2015,1080.050000
Июнь 2015,1171.700000
Май 2015,1187.300000
Апрель 2015,1179.000000
Март 2015,1181.250000
Февраль 2015,1205.000000
Январь 2015,1263.500000
Декабрь 2016,0.000000
Ноябрь 2016,1161.850000
Октябрь 2016,1288.450000
Сентябрь 2016,1322.500000
Август 2016,1309.500000
Июль 2016,1349.650000
Июнь 2016,1340.000000
Май 2016,1214.500000
Апрель 2016,1285.650000
Март 2016,1213.600000
Февраль 2016,1236.500000
Январь 2016,1126.500000
Май 2017,1222.950000
Апрель 2017,1266.450000
Март 2017,1244.850000
Февраль 2017,1240.400000
Январь 2017,1203.650000
